dataset,image_name,attention_blue,attention_lowlight,attention_blur
UIEB_raw_890,211_img_.png,0.09415324777364731,0.2344518005847931,0.671394944190979
UIEB_raw_890,212_img_.png,0.09549637138843536,0.2218906581401825,0.682612955570221
UIEB_raw_890,213_img_.png,0.06740425527095795,0.19063647091388702,0.741959273815155
UIEB_raw_890,214_img_.png,0.08066433668136597,0.18685242533683777,0.7324832677841187
UIEB_raw_890,215_img_.png,0.09980258345603943,0.2041512429714203,0.6960461139678955
UIEB_raw_890,216_img_.png,0.09572821855545044,0.2062506228685379,0.6980211734771729
UIEB_raw_890,217_img_.png,0.10602898895740509,0.21149592101573944,0.6824750900268555
UIEB_raw_890,219_img_.png,0.07202421128749847,0.23854945600032806,0.6894263029098511
UIEB_raw_890,220_img_.png,0.0905308723449707,0.21431684494018555,0.6951522827148438
UIEB_raw_890,221_img_.png,0.23783889412879944,0.2008432000875473,0.5613179206848145
UIEB_raw_890,222_img_.png,0.1539304107427597,0.1996697187423706,0.6463998556137085
UIEB_raw_890,223_img_.png,0.07513603568077087,0.2009790688753128,0.7238849401473999
UIEB_raw_890,224_img_.png,0.07275688648223877,0.19022449851036072,0.7370185852050781
UIEB_raw_890,225_img_.png,0.16307416558265686,0.26219916343688965,0.5747267007827759
UIEB_raw_890,226_img_.png,0.09128205478191376,0.20530183613300323,0.703416109085083
UIEB_raw_890,227_img_.png,0.2014579474925995,0.15551519393920898,0.6430268287658691
UIEB_raw_890,228_img_.png,0.2290085256099701,0.22526110708713531,0.5457303524017334
UIEB_raw_890,229_img_.png,0.08744414150714874,0.21006205677986145,0.7024937868118286
UIEB_raw_890,22_img_.png,0.09465277194976807,0.17716863751411438,0.7281785607337952
UIEB_raw_890,230_img_.png,0.0924454778432846,0.20710761845111847,0.7004469037055969
UIEB_raw_890,231_img_.png,0.09668733179569244,0.16753289103507996,0.7357797622680664
UIEB_raw_890,232_img_.png,0.08966033160686493,0.20797035098075867,0.7023693323135376
UIEB_raw_890,233_img_.png,0.09263975918292999,0.21162520349025726,0.695734977722168
UIEB_raw_890,234_img_.png,0.11622215807437897,0.2246183604001999,0.6591595411300659
UIEB_raw_890,236_img_.png,0.09527717530727386,0.20817194879055023,0.6965508460998535
UIEB_raw_890,238_img_.png,0.13232022523880005,0.17715877294540405,0.6905210018157959
UIEB_raw_890,23_img_.png,0.08300371468067169,0.16889959573745728,0.7480967044830322
UIEB_raw_890,240_img_.png,0.1412336230278015,0.2612995505332947,0.5974668264389038
UIEB_raw_890,241_img_.png,0.0847337394952774,0.17977404594421387,0.7354922294616699
UIEB_raw_890,242_img_.png,0.10130830109119415,0.1770055741071701,0.7216861248016357
UIEB_raw_890,243_img_.png,0.08014931529760361,0.17305916547775269,0.7467915415763855
UIEB_raw_890,244_img_.png,0.07583524286746979,0.265985906124115,0.6581789255142212
UIEB_raw_890,245_img_.png,0.09440311789512634,0.18428635597229004,0.721310555934906
UIEB_raw_890,246_img_.png,0.1488674134016037,0.2852157652378082,0.5659167766571045
UIEB_raw_890,247_img_.png,0.0735398530960083,0.18865694105625153,0.7378032207489014
UIEB_raw_890,248_img_.png,0.08709500730037689,0.18120023608207703,0.7317047715187073
UIEB_raw_890,24_img_.png,0.13809792697429657,0.16828128695487976,0.6936208009719849
UIEB_raw_890,251_img_.png,0.08062759041786194,0.2108902931213379,0.7084821462631226
UIEB_raw_890,252_img_.png,0.06789714097976685,0.16167527437210083,0.7704275846481323
UIEB_raw_890,253_img_.png,0.0991165041923523,0.22888508439064026,0.6719983816146851
UIEB_raw_890,2546.png,0.039291031658649445,0.23152317106723785,0.7291858196258545
UIEB_raw_890,254_img_.png,0.08316288888454437,0.17899495363235474,0.7378422021865845
UIEB_raw_890,255_img_.png,0.43731772899627686,0.1368100643157959,0.42587223649024963
UIEB_raw_890,257_img_.png,0.08662229776382446,0.23687686026096344,0.6765007972717285
UIEB_raw_890,258_img_.png,0.10645841062068939,0.2013150304555893,0.6922265291213989
UIEB_raw_890,259_img_.png,0.089254230260849,0.16262254118919373,0.7481232285499573
UIEB_raw_890,25_img_.png,0.1338711827993393,0.1592697650194168,0.7068589925765991
UIEB_raw_890,260_img_.png,0.10638396441936493,0.23738479614257812,0.6562312841415405
UIEB_raw_890,261_img_.png,0.08834641426801682,0.18565770983695984,0.7259958982467651
UIEB_raw_890,2629.png,0.13836294412612915,0.22515295445919037,0.6364840865135193
UIEB_raw_890,262_img_.png,0.08176153898239136,0.18381938338279724,0.734419047832489
UIEB_raw_890,263_img_.png,0.2716355621814728,0.21022695302963257,0.5181374549865723
UIEB_raw_890,265_img_.png,0.06953278183937073,0.16474005579948425,0.765727162361145
UIEB_raw_890,266_img_.png,0.09255693852901459,0.20109295845031738,0.7063500881195068
UIEB_raw_890,2677.png,0.0400618240237236,0.18083244562149048,0.7791057229042053
UIEB_raw_890,267_img_.png,0.07345255464315414,0.1697186529636383,0.756828784942627
UIEB_raw_890,268_img_.png,0.23272797465324402,0.26312655210494995,0.5041455030441284
UIEB_raw_890,26_img_.png,0.16224312782287598,0.13773292303085327,0.7000240087509155
UIEB_raw_890,2701.png,0.08462417125701904,0.2710927724838257,0.6442830562591553
UIEB_raw_890,270_img_.png,0.10487626492977142,0.21900606155395508,0.6761176586151123
UIEB_raw_890,271_img_.png,0.09011028707027435,0.22022002935409546,0.6896697282791138
UIEB_raw_890,272_img_.png,0.08071833103895187,0.165363147854805,0.753918468952179
UIEB_raw_890,273_img_.png,0.08349132537841797,0.1833469569683075,0.7331616878509521
UIEB_raw_890,274_img_.png,0.1985265165567398,0.18962006270885468,0.6118534207344055
UIEB_raw_890,275_img_.png,0.0969194769859314,0.2186807096004486,0.6843998432159424
UIEB_raw_890,276_img_.png,0.06722018122673035,0.15684370696544647,0.7759361267089844
UIEB_raw_890,2774.png,0.12157338857650757,0.21053701639175415,0.6678895950317383
